quality,subgroup,size_sg,size_dataset,positives_sg,positives_dataset,size_complement,relative_size_sg,relative_size_complement,coverage_sg,coverage_complement,target_share_sg,target_share_complement,target_share_dataset,lift
3733.333333333333,Attribute 3=='0' AND Attribute 5=='0' AND Attribute 6=='0',2000,7000,0,4000,5000,0.2857142857142857,0.7142857142857143,0.0,1.0,0.0,0.8,0.5714285714285714,0.0
3733.333333333333,Attribute 3=='0' AND Attribute 4=='0' AND Attribute 6=='0',2000,7000,0,4000,5000,0.2857142857142857,0.7142857142857143,0.0,1.0,0.0,0.8,0.5714285714285714,0.0
3733.333333333333,Attribute 2=='0' AND Attribute 5=='0' AND Attribute 6=='0',2000,7000,0,4000,5000,0.2857142857142857,0.7142857142857143,0.0,1.0,0.0,0.8,0.5714285714285714,0.0
3733.333333333333,Attribute 2=='0' AND Attribute 4=='0' AND Attribute 6=='0',2000,7000,0,4000,5000,0.2857142857142857,0.7142857142857143,0.0,1.0,0.0,0.8,0.5714285714285714,0.0
3733.333333333333,Attribute 1=='0' AND Attribute 5=='0' AND Attribute 6=='0',2000,7000,0,4000,5000,0.2857142857142857,0.7142857142857143,0.0,1.0,0.0,0.8,0.5714285714285714,0.0
3733.333333333333,Attribute 1=='0' AND Attribute 4=='0' AND Attribute 6=='0',2000,7000,0,4000,5000,0.2857142857142857,0.7142857142857143,0.0,1.0,0.0,0.8,0.5714285714285714,0.0
1470.4861111111113,Attribute 5=='0' AND Attribute 6=='0',4000,7000,1500,4000,3000,0.5714285714285714,0.42857142857142855,0.375,0.625,0.375,0.8333333333333334,0.5714285714285714,0.65625
1470.4861111111113,Attribute 4=='0' AND Attribute 6=='0',4000,7000,1500,4000,3000,0.5714285714285714,0.42857142857142855,0.375,0.625,0.375,0.8333333333333334,0.5714285714285714,0.65625
1470.4861111111113,Attribute 3=='0' AND Attribute 6=='0',4000,7000,1500,4000,3000,0.5714285714285714,0.42857142857142855,0.375,0.625,0.375,0.8333333333333334,0.5714285714285714,0.65625
1470.4861111111113,Attribute 2=='0' AND Attribute 6=='0',4000,7000,1500,4000,3000,0.5714285714285714,0.42857142857142855,0.375,0.625,0.375,0.8333333333333334,0.5714285714285714,0.65625
