Description	Target	Measure	E11	E10	E01
["""ENSG00000061676""" = 0.0]	[Target]	0.0	0.0	132.0	0.0
["""ENSG00000224051""" = 1.0], ["""ENSG00000205784""" = 0.0]	[Target]	0.0	0.0	37.0	0.0
["""ENSG00000162552""" = 0.0], ["""ENSG00000184029""" = 0.0], ["""ENSG00000168228""" = 1.0]	[Target]	0.0	0.0	30.0	0.0
["""ENSG00000184029""" = 0.0], ["""ENSG00000168228""" = 1.0]	[Target]	0.0	0.0	44.0	0.0
["""ENSG00000162461""" = 1.0], ["""ENSG00000138434""" = 0.0]	[Target]	0.0	0.0	36.0	0.0
["""ENSG00000269095""" = 1.0], ["""ENSG00000283992""" = 0.0]	[Target]	0.0	0.0	33.0	0.0
["""ENSG00000011566""" = 1.0], ["""ENSG00000213160""" = 1.0], ["""ENSG00000197938""" = 0.0]	[Target]	0.0	0.0	26.0	0.0
["""ENSG00000213160""" = 1.0], ["""ENSG00000197938""" = 0.0]	[Target]	0.0	0.0	47.0	0.0
["""ENSG00000138363""" = 0.0], ["""ENSG00000276903""" = 0.0]	[Target]	0.0	0.0	106.0	0.0
["""ENSG00000103021""" = 0.0], ["""ENSG00000197620""" = 1.0]	[Target]	0.0	0.0	29.0	0.0
["""ENSG00000178235""" = 1.0], ["""ENSG00000104044""" = 1.0]	[Target]	0.0	0.0	18.0	0.0
["""ENSG00000227877""" = 0.0], ["""ENSG00000163082""" = 1.0]	[Target]	0.0	0.0	35.0	0.0
["""ENSG00000154723""" = 1.0], ["""ENSG00000068400""" = 1.0]	[Target]	0.0	0.0	14.0	0.0
["""ENSG00000140104""" = 0.0], ["""ENSG00000276547""" = 0.0]	[Target]	0.0	0.0	97.0	0.0
["""ENSG00000021852""" = 0.0], ["""ENSG00000160439""" = 0.0], ["""ENSG00000189292""" = 1.0], ["""ENSG00000001629""" = 0.0]	[Target]	0.0	0.0	19.0	0.0
["""ENSG00000189292""" = 1.0], ["""ENSG00000001629""" = 0.0]	[Target]	0.0	0.0	35.0	0.0
["""ENSG00000161939""" = 1.0], ["""ENSG00000136895""" = 0.0]	[Target]	0.0	0.0	44.0	0.0
["""ENSG00000166268""" = 0.0], ["""ENSG00000105370""" = 1.0]	[Target]	0.0	0.0	33.0	0.0
["""ENSG00000168418""" = 0.0], ["""ENSG00000170619""" = 0.0]	[Target]	0.0	0.0	117.0	0.0
["""ENSG00000188211""" = 1.0], ["""ENSG00000101350""" = 1.0]	[Target]	0.0	0.0	29.0	0.0
["""ENSG00000197982""" = 0.0], ["""ENSG00000165553""" = 1.0]	[Target]	0.0	0.0	27.0	0.0
["""ENSG00000079393""" = 0.0], ["""ENSG00000184220""" = 0.0]	[Target]	0.0	0.0	106.0	0.0
["""ENSG00000169194""" = 1.0], ["""ENSG00000237541""" = 1.0]	[Target]	0.0	0.0	11.0	0.0
["""ENSG00000181458""" = 1.0], ["""ENSG00000196814""" = 0.0]	[Target]	0.0	0.0	38.0	0.0
["""ENSG00000162543""" = 0.0], ["""ENSG00000050628""" = 1.0], ["""ENSG00000108823""" = 1.0], ["""ENSG00000269313""" = 0.0], ["""ENSG00000102387""" = 0.0]	[Target]	0.0	0.0	17.0	0.0
["""ENSG00000050628""" = 1.0], ["""ENSG00000269313""" = 0.0]	[Target]	0.0	0.0	38.0	0.0
["""ENSG00000126249""" = 0.0], ["""ENSG00000186567""" = 0.0], ["""ENSG00000204287""" = 0.0], ["""ENSG00000112144""" = 1.0]	[Target]	0.0	0.0	19.0	0.0
["""ENSG00000126249""" = 0.0], ["""ENSG00000204287""" = 0.0], ["""ENSG00000112144""" = 1.0]	[Target]	0.0	0.0	30.0	0.0
["""ENSG00000115520""" = 0.0], ["""ENSG00000157625""" = 1.0]	[Target]	0.0	0.0	24.0	0.0
["""ENSG00000114353""" = 1.0], ["""ENSG00000070087""" = 0.0]	[Target]	0.0	0.0	40.0	0.0
["""ENSG00000279132""" = 1.0], ["""ENSG00000012048""" = 0.0]	[Target]	0.0	0.0	11.0	0.0
["""ENSG00000113369""" = 0.0], ["""ENSG00000057663""" = 1.0]	[Target]	0.0	0.0	32.0	0.0
["""ENSG00000215788""" = 0.0], ["""ENSG00000112062""" = 1.0]	[Target]	0.0	0.0	31.0	0.0
["""ENSG00000143847""" = 1.0], ["""ENSG00000163630""" = 1.0]	[Target]	0.0	0.0	12.0	0.0
["""ENSG00000229676""" = 0.0], ["""ENSG00000171657""" = 1.0]	[Target]	0.0	0.0	33.0	0.0
["""ENSG00000107771""" = 0.0], ["""ENSG00000261611""" = 1.0]	[Target]	0.0	0.0	24.0	0.0
["""ENSG00000139613""" = 1.0], ["""ENSG00000164588""" = 0.0]	[Target]	0.0	0.0	38.0	0.0
["""ENSG00000092758""" = 0.0], ["""ENSG00000164107""" = 1.0]	[Target]	0.0	0.0	27.0	0.0
["""ENSG00000116455""" = 0.0], ["""ENSG00000276070""" = 1.0], ["""ENSG00000101773""" = 0.0], ["""ENSG00000143994""" = 0.0], ["""ENSG00000284461""" = 0.0]	[Target]	0.0	0.0	19.0	0.0
["""ENSG00000101773""" = 0.0], ["""ENSG00000284461""" = 0.0]	[Target]	0.0	0.0	101.0	0.0
["""ENSG00000183155""" = 0.0], ["""ENSG00000174243""" = 0.0], ["""ENSG00000196912""" = 1.0], ["""ENSG00000079156""" = 0.0]	[Target]	0.0	0.0	31.0	0.0
["""ENSG00000161664""" = 1.0], ["""ENSG00000143995""" = 0.0]	[Target]	0.0	0.0	40.0	0.0
["""ENSG00000162817""" = 0.0], ["""ENSG00000171766""" = 0.0], ["""ENSG00000141252""" = 0.0]	[Target]	0.0	0.0	78.0	0.0
["""ENSG00000162817""" = 0.0], ["""ENSG00000141252""" = 0.0]	[Target]	0.0	0.0	100.0	0.0
["""ENSG00000151748""" = 0.0], ["""ENSG00000128710""" = 0.0]	[Target]	0.0	0.0	107.0	0.0
["""ENSG00000178952""" = 0.0], ["""ENSG00000040341""" = 1.0]	[Target]	0.0	0.0	26.0	0.0
["""ENSG00000241119""" = 0.0], ["""ENSG00000100150""" = 0.0]	[Target]	0.0	0.0	94.0	0.0
["""ENSG00000108001""" = 0.0], ["""ENSG00000183837""" = 1.0]	[Target]	0.0	0.0	30.0	0.0
["""ENSG00000100439""" = 0.0], ["""ENSG00000167740""" = 1.0], ["""ENSG00000135083""" = 1.0], ["""ENSG00000124789""" = 0.0], ["""ENSG00000106636""" = 0.0]	[Target]	0.0	0.0	10.0	0.0
["""ENSG00000135083""" = 1.0], ["""ENSG00000124789""" = 0.0]	[Target]	0.0	0.0	29.0	0.0
