Description	Target	Measure	E11	E10	E01
["""2603"""]	[target]	1.0	15.0	0.0	5489.0
["""2208"""]	[target]	1.0	70.0	0.0	5434.0
["""1959"""]	[target]	1.0	15.0	0.0	5489.0
["""1548"""]	[target]	1.0	16.0	0.0	5488.0
["""2720""", """3643"""]	[target]	1.0	10.0	0.0	5494.0
["""236""", """633""", """4493"""]	[target]	1.0	11.0	0.0	5493.0
["""3145""", """4328"""]	[target]	1.0	10.0	0.0	5494.0
["""21""", """3001"""]	[target]	1.0	15.0	0.0	5489.0
["""2087""", """2960"""]	[target]	1.0	10.0	0.0	5494.0
["""4328""", """4512"""]	[target]	1.0	12.0	0.0	5492.0
["""1340""", """2263""", """4514"""]	[target]	1.0	14.0	0.0	5490.0
["""1651""", """2431""", """3270"""]	[target]	1.0	20.0	0.0	5484.0
["""632""", """1602""", """3456"""]	[target]	1.0	11.0	0.0	5493.0
["""456""", """1145""", """2393"""]	[target]	1.0	33.0	0.0	5471.0
["""355""", """1920""", """2431"""]	[target]	1.0	15.0	0.0	5489.0
["""1186""", """2122""", """4454"""]	[target]	1.0	11.0	0.0	5493.0
["""2177""", """2991"""]	[target]	1.0	18.0	0.0	5486.0
["""66""", """2647""", """3145"""]	[target]	1.0	14.0	0.0	5490.0
["""2632""", """3299""", """4544"""]	[target]	1.0	11.0	0.0	5493.0
["""3110""", """3636"""]	[target]	1.0	15.0	0.0	5489.0
["""1041""", """2431""", """2460"""]	[target]	1.0	11.0	0.0	5493.0
["""2613""", """3197""", """3734"""]	[target]	1.0	11.0	0.0	5493.0
["""648""", """693""", """729"""]	[target]	1.0	12.0	0.0	5492.0
["""765""", """1487""", """4704"""]	[target]	1.0	10.0	0.0	5494.0
["""2926""", """3437""", """4512"""]	[target]	1.0	18.0	0.0	5486.0
["""3381""", """4172""", """4454"""]	[target]	1.0	20.0	0.0	5484.0
["""633""", """1241""", """2552"""]	[target]	1.0	14.0	0.0	5490.0
["""2431""", """2982"""]	[target]	1.0	24.0	0.0	5480.0
["""1974""", """1982""", """2552"""]	[target]	1.0	12.0	0.0	5492.0
["""698""", """1893""", """3395"""]	[target]	1.0	13.0	0.0	5491.0
["""1072""", """4410"""]	[target]	1.0	14.0	0.0	5490.0
["""2431""", """3270""", """3748"""]	[target]	1.0	10.0	0.0	5494.0
["""2014""", """4102"""]	[target]	1.0	25.0	0.0	5479.0
["""350""", """516""", """2014"""]	[target]	1.0	11.0	0.0	5493.0
["""633""", """1982""", """3241"""]	[target]	1.0	12.0	0.0	5492.0
["""1940""", """2859"""]	[target]	1.0	14.0	0.0	5490.0
["""21""", """1976"""]	[target]	1.0	15.0	0.0	5489.0
["""1016"""]	[target]	1.0	11.0	0.0	5493.0
["""979""", """4580"""]	[target]	1.0	13.0	0.0	5491.0
["""2648"""]	[target]	1.0	18.0	0.0	5486.0
["""467"""]	[target]	1.0	14.0	0.0	5490.0
["""138"""]	[target]	1.0	10.0	0.0	5494.0
["""2647"""]	[target]	1.0	41.0	0.0	5463.0
["""92"""]	[target]	1.0	36.0	0.0	5468.0
["""108"""]	[target]	1.0	13.0	0.0	5491.0
["""1594"""]	[target]	1.0	11.0	0.0	5493.0
["""3001""", """4567"""]	[target]	1.0	32.0	0.0	5472.0
["""3355""", """3519"""]	[target]	1.0	10.0	0.0	5494.0
["""3078"""]	[target]	1.0	59.0	0.0	5445.0
["""1878""", """1958"""]	[target]	1.0	45.0	0.0	5459.0
