Description	Target	Measure	E11	E10	E01
["""1974"""]	[target]	1.0	24.0	0.0	5480.0
["""1131"""]	[target]	1.0	16.0	0.0	5488.0
["""271"""]	[target]	1.0	11.0	0.0	5493.0
["""4102"""]	[target]	1.0	25.0	0.0	5479.0
["""4062"""]	[target]	1.0	20.0	0.0	5484.0
["""138"""]	[target]	1.0	10.0	0.0	5494.0
["""409""", """1029"""]	[target]	1.0	11.0	0.0	5493.0
["""314""", """3045"""]	[target]	1.0	11.0	0.0	5493.0
["""314""", """3110""", """3355"""]	[target]	1.0	11.0	0.0	5493.0
["""633""", """979""", """1105"""]	[target]	1.0	12.0	0.0	5492.0
["""92""", """369""", """566""", """3291"""]	[target]	1.0	11.0	0.0	5493.0
["""369""", """1532""", """2632""", """2650"""]	[target]	1.0	15.0	0.0	5489.0
["""1072""", """1629""", """2833""", """4270"""]	[target]	1.0	13.0	0.0	5491.0
["""236""", """633""", """4493"""]	[target]	1.0	11.0	0.0	5493.0
["""21""", """1590""", """3001"""]	[target]	1.0	11.0	0.0	5493.0
["""80""", """2371""", """2926"""]	[target]	1.0	11.0	0.0	5493.0
["""3355""", """3492"""]	[target]	1.0	10.0	0.0	5494.0
["""640""", """2926""", """4713"""]	[target]	1.0	10.0	0.0	5494.0
["""979""", """3232"""]	[target]	1.0	11.0	0.0	5493.0
["""698""", """1383""", """3395"""]	[target]	1.0	17.0	0.0	5487.0
["""831""", """1940""", """2859"""]	[target]	1.0	11.0	0.0	5493.0
["""1958""", """3818""", """3832"""]	[target]	1.0	12.0	0.0	5492.0
["""1590""", """2720""", """3001"""]	[target]	1.0	25.0	0.0	5479.0
["""2431""", """3270""", """3604"""]	[target]	1.0	11.0	0.0	5493.0
["""1233""", """1918""", """2431""", """4024"""]	[target]	1.0	13.0	0.0	5491.0
["""698""", """1893""", """3814"""]	[target]	1.0	14.0	0.0	5490.0
["""633""", """2177""", """4535"""]	[target]	1.0	10.0	0.0	5494.0
["""2837""", """4651"""]	[target]	1.0	10.0	0.0	5494.0
["""2122""", """2493""", """3381"""]	[target]	1.0	20.0	0.0	5484.0
["""729""", """1468""", """2223"""]	[target]	1.0	12.0	0.0	5492.0
["""1005""", """2343""", """4050"""]	[target]	1.0	13.0	0.0	5491.0
["""633""", """2440""", """3832"""]	[target]	1.0	10.0	0.0	5494.0
["""1878""", """3355""", """3636"""]	[target]	1.0	17.0	0.0	5487.0
["""796""", """2647""", """3145"""]	[target]	1.0	14.0	0.0	5490.0
["""1186""", """2122""", """4454"""]	[target]	1.0	11.0	0.0	5493.0
["""2991""", """3040""", """3832"""]	[target]	1.0	13.0	0.0	5491.0
["""3110""", """3771""", """3818"""]	[target]	1.0	10.0	0.0	5494.0
["""1651""", """2003""", """2431"""]	[target]	1.0	17.0	0.0	5487.0
["""633""", """1982""", """2552""", """2865"""]	[target]	1.0	10.0	0.0	5494.0
["""66""", """2647"""]	[target]	1.0	21.0	0.0	5483.0
["""1920""", """2431""", """4336"""]	[target]	1.0	16.0	0.0	5488.0
["""1839""", """2899""", """4336"""]	[target]	1.0	13.0	0.0	5491.0
["""355""", """1839""", """2431"""]	[target]	1.0	16.0	0.0	5488.0
["""979""", """1874""", """2014"""]	[target]	1.0	21.0	0.0	5483.0
["""640""", """1421""", """2371""", """2926""", """4512"""]	[target]	1.0	11.0	0.0	5493.0
["""979""", """1105""", """1878"""]	[target]	1.0	46.0	0.0	5458.0
["""1976""", """2802""", """3832"""]	[target]	1.0	12.0	0.0	5492.0
["""524""", """1590""", """3001""", """4567"""]	[target]	1.0	10.0	0.0	5494.0
["""1878""", """1958""", """3045""", """3818"""]	[target]	1.0	13.0	0.0	5491.0
["""10""", """2003""", """2431"""]	[target]	1.0	11.0	0.0	5493.0
